id,name,slug,url,summary,os,cpu,storage,memory,graphics,sound,online,media,connectivity,resolutions,output,companies,main_manufacturer,platform_logo,platform_version_release_dates,checksum
84,WonderSwan Color,wonderswan-color,https://www.igdb.com/platforms/wonderswan/version/wonderswan-color,,,16-bit NEC V30 MZ processor at 3.072 MHz,Built-in EEPROM and 1Kbit RAM for backing up game data,,,,,,,,,{327},,265,{98},dc3c8cfd-59f3-9f3f-6f39-69a6490f63fd
1,Windows 7,windows-7,https://www.igdb.com/platforms/win/version/windows-7,"Unlike Windows Vista's many new features, Windows 7 was an incremental upgrade designed to work with Vista-compatible applications and hardware. Presentations given by Microsoft in 2008 focused on multi-touch support, an updated Windows shell with a new taskbar, referred to internally as the Superbar, a home networking system called HomeGroup, and performance improvements.",,,,,,,,,,,,{247},,207,{259},81bcc19f-8798-d0bc-6dd4-4296542563d6
237,Marshmallow,marshmallow,https://www.igdb.com/platforms/android/version/marshmallow,Versions 6.0 – 6.0.1,,,,,,,,,,,,{409},,378,{273},a2d745af-0d1e-e229-7552-31ee09324642
72,Initial version,initial-version-e8ec6a35-4303-4d7a-b1f7-b794a26b70ca,https://www.igdb.com/platforms/wii/version/initial-version-e8ec6a35-4303-4d7a-b1f7-b794a26b70ca,,Wii System Software,IBM PowerPC ''Broadway'' @ 729 MHz,"512 MB NAND Flash memory, SD/SDHC card (up to 32 GB), GameCube memory card",80 MB,ATI ''Hollywood'' @ 243 MHz,"Stereo, Dolby Surround","WiiConnect24, Wii Shop Channel","Nintendo Wii optical disc, Nintendo GameCube game disc","Wi-Fi 802,11 b/g, Bluetooth, USB LAN Adapter","480p, 480i, 576i","composite, S-Video, YPbPr component",{864},,252,"{94,95,96,97,790}",14451431-46a2-3cc2-9647-6d06999ecc97
76,Initial version,initial-version-65f6a9f6-778c-4532-836e-c1712835544a,https://www.igdb.com/platforms/wonderswan/version/initial-version-65f6a9f6-778c-4532-836e-c1712835544a,,,,,,,,,,,,,{326},,264,{141},c42fa15b-e0ff-c425-1460-75577ecd10a8
99,Initial version,initial-version,https://www.igdb.com/platforms/turbografx16--1/version/initial-version,,,Hudson Soft HuC6280,,,,,,,,,,,,296,"{144,145,146}",fede3e3c-5696-c8dd-7ab7-6ac9f5b857e5
131,Initial version,initial-version,https://www.igdb.com/platforms/hp3000/version/initial-version,,,,,,,,,,,,,,,369,,bb541587-d858-1eea-897f-28254c8154b6
135,Initial version,initial-version,https://www.igdb.com/platforms/cdccyber70/version/initial-version,,,,,,,,,,,,,,,374,,39ef0935-96ab-8cfa-946d-f94249e954d1
171,Odissea (Italian Export),odissea-italian-export,https://www.igdb.com/platforms/odyssey--1/version/odissea-italian-export,Italian Export version of the Magnavox Odyssey.,,,,,,,,,,,,{109},,,{174},ea40e639-b20e-72d5-8b0d-3348246ad7f1
177,Super Famicom Jr. (Model SHVC-101),super-famicom-jr-model-shvc-101,https://www.igdb.com/platforms/snes/version/super-famicom-jr-model-shvc-101,"Redesign of the original Super Famicom
AKA Super Famicom Junior
AKA SFC Jr",,Ricoh 5A22 @ 3.58 MHz,,128 KB,,"Nintendo S-SMP 8 channels, stereo, 64 KB",,ROM cartridge,,256x224 to 512x448,Composite video and stereo audio,{119},,106,{205},d48d0e14-e23d-f598-e178-6109893bfba4
188,Xbox One S All-Digital,xbox-one-s-all-digital,https://www.igdb.com/platforms/xboxone/version/xbox-one-s-all-digital,"""Go all digital with the Xbox One S All-Digital Edition and build a library of digital games that travels with you and is available in the cloud. Take your cloud saves on the go, and enjoy the ability to preorder and pre-install upcoming games so you’re ready to play the moment they launch.""",Xbox OS,8-core Jaguar CPU at 1.75GHz,1TB Hard Drive,8GB DDR3 RAM,12 CUs (914MHz) 1.23 TF GPU,7.1 surround sound,Xbox Live,Digital Downloads Only,"Gigabit Ethernet, Wi-Fi 2.4GHz and 5GHz","4K HDR video, 1080p HDR gaming",HDMI 2.0,{372},,329,{351},24b2cfb5-9cd1-c7a3-329f-ecaaeadc1aff
424,Initial version,initial-version,https://www.igdb.com/platforms/g-and-w/version/initial-version,"The Game & Watch brand (called Tricotronic in West Germany and Austria, abbreviated as G&W) is a series of handheld electronic games developed, manufactured, released and marketed by Nintendo from 1980 to 1991. Created by game designer Gunpei Yokoi, each Game & Watch features a single game to be played on an LCD screen in addition to a clock, an alarm, or both.",,4-bit CPU Sharp SM5xx,,,,,,,,,LCD screen,{524},,531,{541},26275297-04fb-658c-7de3-489ba6ac8341
491,Initial version,initial-version,https://www.igdb.com/platforms/sinclair-zx81/version/initial-version,"The ZX81 is designed to be a low-cost introduction to home computing for the general public. More than 1.5 million units were sold.

The ZX81 is equiped with 1KB memory, the operating system is driven by a Basic variant called Sinclair Basic. Programs or data can be stored on compact cassette's by connecting them to an audio output of the ZX81 (EAR).

The ZX81 has an Rf output to be connected to a TV and produces no sound.

Expansion modules exist like a 16KB memory expansion modules and a printer. Also many other thirth party expansion modules are developed, like better keyboard, printers and others.

Most commercial software like games or tools were written for use with a 16K expansion module.

The ZX81 is known as the Timex 1000 on the US market.",Sinclair Basic,Z80 3.25 Mhz,External Compact Cassette,1KB,,None,None,,,256x192 pixels,,{840},,603,{770},1d2f3b19-1726-1874-b84a-0135b7a66d79
509,Initial version,initial-version,https://www.igdb.com/platforms/gear-vr/version/initial-version,,,,,,,,,,,,,,,739,,5e8135ca-4bbf-ba6e-3d90-7611fb48ca24
541,Android 1.0,android-1-dot-0,https://www.igdb.com/platforms/android/version/android-1-dot-0,,,,,,,,,,,,,,,,,7538173a-bac6-771a-e35c-3beb822399f8
218,Initial version,initial-version,https://www.igdb.com/platforms/dragon-32-slash-64/version/initial-version,,,,,,,,,,,,,,,302,,7527e302-f765-5875-071d-74bc0768b6e1
95,Super Nintendo (original European version),super-nintendo-original-european-version,https://www.igdb.com/platforms/snes/version/super-nintendo-original-european-version,,,,,,,,,,,,,,,272,,569aac18-505a-e9a0-3cdf-5be2217930b0
115,Initial version,initial-version,https://www.igdb.com/platforms/pdp1/version/initial-version,,,,,,,,,,,,,,,,{553},3e8b8f96-6c0f-cb1f-85ef-f04db9c6a515
147,Lion,lion,https://www.igdb.com/platforms/mac/version/lion,"Mac OS X Lion (version 10.7), marketed as OS X Lion, is the eighth major release of Mac OS X, Apple's desktop and server operating system for Macintosh computers. It brings many developments made in Apple's iOS, such as an easily navigable display of installed applications, to the Mac, and includes support for the Mac App Store, as introduced in Mac OS X Snow Leopard.",,,,,,,,,,,,{100},,96,{156},0e81de0e-b15d-9b18-1c5d-37c0d3868220
158,Initial version,initial-version,https://www.igdb.com/platforms/neo-geo-pocket-color/version/initial-version,"The Neo Geo Pocket Color (also stylized as NEOGEOPOCKET COLOR, often abbreviated NGPC), is a 16-bit color handheld video game console manufactured by SNK. It is a successor to SNK's monochrome Neo Geo Pocket handheld which debuted in 1998 in Japan, with the Color being fully backward compatible. The Neo Geo Pocket Color was released on March 16, 1999 in Japan, August 6, 1999 in North America, and on October 1, 1999 in Europe, entering markets all dominated by Nintendo.",,,,,,,,,,,,,,269,"{352,353,354}",072f9851-5319-eadc-91b3-6e1a44ecdc3f
160,Initial version,initial-version,https://www.igdb.com/platforms/nuon/version/initial-version,"Nuon is a technology developed by VM Labs that adds features to a DVD player. In addition to viewing DVDs, one can play 3D video games and use enhanced DVD navigational tools such as zoom and smooth scanning of DVD playback. One could also play CDs while the Nuon graphics processor generates synchronized graphics on the screen. There were plans to provide Internet access capability in the next generation of Nuon-equipped DVD players.",,VM labs Nuon MPE @ 333MHz,optional hardrive(up to 137GB),"32MB 8-bit Fast DRAM @ 33Mhz, 512KB sound RAM and 24KB programmable ROM",2x 3D Media GL MPE,,,"DVD, CD-R",,,,,,268,{192},ee607d5c-6395-5e9c-c128-09540d0bf358
167,Odyssey (Export),odyssey-export,https://www.igdb.com/platforms/odyssey--1/version/odyssey-export,"Export version of the Magnavox Odyssey. Shipped with manual in English, German and Spanish. The games Cat & Mouse, Haunted House, Roulette, and States were replaced with Wipeout and Volleyball. The game Football was replaced with Soccer.",,,,,,,,,,,,{537},,545,{171},738e9884-5e77-9f36-7264-df2b0e6fa863
168,Odyssey (German Export),odyssey-german-export,https://www.igdb.com/platforms/odyssey--1/version/odyssey-german-export,German Export version of the Magnavox Odyssey. Shipped with the same games as the standard Export Version. Shipped with two German manuals. It is unknown why Magnavox exported this system to Germany at the same time as the ITT Odyssee.,,,,,,,,,,,,{539},,546,{172},0fcbec87-b478-6db1-b33e-19c775c1680b
219,Initial version,initial-version,https://www.igdb.com/platforms/amstrad-pcw/version/initial-version,"The Amstrad PCW series is a range of personal computers produced by British company Amstrad from 1985 to 1998, and also sold under licence in Europe as the ""Joyce"" by the German electronics company Schneider in the early years of the series' life. The PCW, short for Personal Computer Word-processor, was targeted at the wordprocessing and home office markets. When it was launched the cost of a PCW system was under 25% of the cost of almost all IBM-compatible PC systems in the UK, and as a result the machine was very popular both in the UK and in Europe, persuading many technophobes to venture into using computers.",CP/M Plus; custom GUI operating system,Z80 @ 4 MHz; speed increased in later models,,256 or 512 KB,,,,,,,,,,547,{557},edd1aced-1151-70d9-4f18-85478d3a74fa
221,Initial version,initial-version,https://www.igdb.com/platforms/thomson-mo5/version/initial-version,"The Thomson MO5 is a home computer introduced in France in 1984 to compete against systems such as the ZX Spectrum and Commodore 64. At the same time, Thomson also released the up-market Thomson TO7/70 machine. The MO5 was not sold in vast quantities outside France and was largely discontinued in favour of the improved Thomson MO6 in 1986. MO5s were also used as educational tools in French schools for a period.",BASIC 1.0,Motorola 6809E @ 1 MHz,,"32 KB RAM, 16 KB VRAM",320×200 16 colors,,,Floppy disk,,,,,,537,"{545,546}",d1308f16-f5d9-d4d9-5c89-d0892d6d84fc
225,Windows Phone 8,windows-phone-8,https://www.igdb.com/platforms/winphone/version/windows-phone-8,"Windows Phone 8 is the second generation of the Windows Phone mobile operating system from Microsoft. Like its predecessor, it features a flat user interface based on Metro design language.",,,,,,,,,,,,{172},,143,{253},f74a426b-bf13-6de3-f536-a34dacc0d2ba
235,Initial version,initial-version,https://www.igdb.com/platforms/psvr/version/initial-version,,,,,,,,,,,,,,,840,,54eea3ed-2036-b402-4bcf-5796462176c7
236,Lollipop,lollipop,https://www.igdb.com/platforms/android/version/lollipop,Versions 5.0 - 5.1.1,,,,,,,,,,,,{408},,377,{272},a7d30435-079f-498c-9f16-484697ef876c
498,Initial version,initial-version,https://www.igdb.com/platforms/game-dot-com/version/initial-version,"The Game.com is a handheld game console released by Tiger Electronics on September 12, 1997. The first version of the Game.com could be connected to a 14.4 kbit/s modem for Internet connectivity, referenced by the "".com"" in the name. It was the first video game console to include a touchscreen and the first handheld console to include Internet connectivity.",,10 MHz Sharp SM8521,Internal storage,,,"Monaural. Total of four audio channels: two 4-bit waveform generators, one noise generator, and one direct 8-bit PCM output channel",Delphi or alternate ISP through 14.4 kbit/s modem,ROM Cartridge,"Compete.com serial cable, 14.4 kbit/s modem",200x160,,{842},,596,{654},902fd6c2-f439-9783-8ca8-f84a61f479ba
535,Pocket PC 2002,pocket-pc-2002,https://www.igdb.com/platforms/windows-mobile/version/pocket-pc-2002,"Pocket PC 2002, originally codenamed ""Merlin"", was released on October 4, 2001. Like Pocket PC 2000, it was powered by Windows CE 3.0. Although targeted mainly for 240×320 (QVGA) Pocket PC devices, Pocket PC 2002 was also used for Pocket PC phones (Pocket PC 2002 Phone Edition), and for the first time, smartphones (Smartphone 2002). These Pocket PC 2002 Smartphones were mainly GSM devices. With future releases, the Pocket PC and Smartphone lines would increasingly collide as the licensing terms were relaxed allowing OEMs to take advantage of more innovative, individual design ideas.

Aesthetically, Pocket PC 2002 was meant to be similar in design to the then newly released Windows XP. Newly added or updated programs include Windows Media Player 8 with streaming capability, MSN Messenger, and Microsoft Reader 2, with digital rights management support. Upgrades to the bundled version of Office Mobile include a spell checker and word count tool in Pocket Word and improved Pocket Outlook. Connectivity was improved with file beaming on non-Microsoft devices such as Palm OS, the inclusion of Terminal Services and Virtual Private Networking support, and the ability to synchronize folders. Other upgrades include an enhanced UI with theme support and savable downloads and WAP in Pocket Internet Explorer.

On the technical side, Pocket PC 2002 removed MIPS and SuperH chip support, only supporting ARM architecture.",,,,,,,,,,,,{632},,678,{646},943ee03d-2d5e-097e-06b2-ac29a7fb84da
216,Initial version,initial-version,https://www.igdb.com/platforms/trs-80-color-computer/version/initial-version,"The RadioShack TRS-80 Color Computer (later marketed as the Tandy Color Computer and sometimes nicknamed the CoCo) is a line of home computers based on the Motorola 6809 processor. The Tandy Color Computer line started in 1980 with what is now called the CoCo 1 and ended in 1991 with the more powerful CoCo 3. All three CoCo models maintained a high level of software and hardware compatibility, with few programs written for the older model being unable to run on the newer ones. 
 
Despite bearing the TRS-80 name, the Color Computer is a radical departure from the earlier TRS-80. In particular it has a Motorola 6809E processor, rather than the TRS-80's Zilog Z80. The machines in the Color Computer line are not compatible with software made for the earlier TRS-80.",Color BASIC 1.0 / 2.0 / OS-9,Motorola 6809E @ 0.895 MHz / 1.79 MHz,,4 KB / 16 KB / 32 KB / 64 KB / 128 KB / 512 KB,MC6847 Video Display Generator (VDG),,,,,,,,,541,{550},a0ee8357-7d8e-7041-65dd-8ec687f78d8b
542,Android 1.1,android-1-dot-1,https://www.igdb.com/platforms/android/version/android-1-dot-1,,,,,,,,,,,,,,,,,68397c45-ae02-0c81-bb5a-4d5a276bcc4d
38,Initial version,initial-version-c99a4073-0ce0-49d1-afcf-4e9ff7cd7ade,https://www.igdb.com/platforms/fds/version/initial-version-c99a4073-0ce0-49d1-afcf-4e9ff7cd7ade,,,,,,,,,Floppy Disk,,,,,,299,{125},ee15f73b-d8a5-36f1-6335-e2248ded4b0b
713,Sonoma,sonoma,https://www.igdb.com/platforms/mac/version/sonoma,,,,,,,,,,,,,{939},,867,{876},0373ba90-1e7f-a879-5c0d-3a219887e494
102,Initial version,initial-version,https://www.igdb.com/platforms/microvision--1/version/initial-version,,,,,,,,,,,,,,,314,,32a0f46a-4ef0-cede-1293-61950306bb71
155,Initial version,initial-version,https://www.igdb.com/platforms/philips-cd-i/version/initial-version,,CD-RTOS (based on Microware's OS-9),16/32-bit Philips 68070 CISC Chip @ 15.5 MHz,,1MB RAM,Philips SCC66470,MCD 221,,"CD-i, Audio CD, CD+G, Karaoke CD, VCD",,384×280 to 768×560,,,,288,"{193,194}",4c3b953c-2c75-0968-c967-391053159127
169,ITT Odyssee,itt-odyssee,https://www.igdb.com/platforms/odyssey--1/version/itt-odyssee,"One of two versions of the Magnavox Odyssey that was officialy licensed from Magnavox. The ITT Odyssee was the first home video game console released in Europe. Released only in Germany all of the text for the system (manuals, cards, etc) was changed to German. It is unknown how many were sold or why Magnavox released its own German version shortly after.",,,,,,,,,,,,,,322,,2936d394-f592-9f35-2eda-f5a2c23c220c
8,Gingerbread 2.3.3,gingerbread-2-3-3,https://www.igdb.com/platforms/android/version/gingerbread-2-3-3,,,,,,,,,,,,,{59},,62,{110},5dc8a075-11ed-40c1-6c88-a82d92cac368
354,Initial version,initial-version,https://www.igdb.com/platforms/sol-20/version/initial-version,"The Sol-20 was the first fully assembled microcomputer with a built-in keyboard and television output, what would later be known as a home computer. The design was a combination of an Intel 8080-based motherboard, a VDM-1 graphics card, the 3P+S I/O card to drive a keyboard, and circuitry to connect to a cassette deck for program storage. Additional expansion was available via five S-100 bus slots at the back of the machine. It also included swappable ROMs with a rudimentary operating system.",,,,,,,,,,,,,,,{544},f181f827-4319-391c-0878-713f927f3818
540,MS-DOS,ms-dos,https://www.igdb.com/platforms/dos/version/ms-dos,"MS-DOS is an operating system for x86-based personal computers mostly developed by Microsoft. Collectively, MS-DOS, its rebranding as IBM PC DOS, and few operating systems attempting to be compatible with MS-DOS, are sometimes referred to as ""DOS"" (which is also the generic acronym for disk operating system). MS-DOS was the main operating system for IBM PC compatibles during the 1980s, from which point it was gradually superseded by operating systems offering a graphical user interface (GUI), in various generations of the graphical Microsoft Windows operating system.",,,,,,,,,,,,{636},,681,{650},2b072348-9b74-a80b-1257-ff5f916ff327
543,Android Cupcake,android-cupcake,https://www.igdb.com/platforms/android/version/android-cupcake,,,,,,,,,,,,,,,,,3f2a7a73-04df-ff03-68c4-402b92a6800e
34,Initial version,initial-version-d71a6afd-592a-42e8-8e07-1840a9f74687,https://www.igdb.com/platforms/blackberry/version/initial-version-d71a6afd-592a-42e8-8e07-1840a9f74687,,,,,,,,,,,,,{35},,40,{68},d1c097dc-443e-520f-4775-83619c8c187e
210,Initial version,initial-version,https://www.igdb.com/platforms/ay-3-8606/version/initial-version,,,,,,,,,,,,,,,,,af8ec5a1-ce96-fbb3-8a95-2ac81a659af7
42,Initial version,initial-version-c9a95eb1-f299-40fe-8ea5-38561de50c23,https://www.igdb.com/platforms/intellivision/version/initial-version-c9a95eb1-f299-40fe-8ea5-38561de50c23,,,GI CP1610,,,,,PlayCable,ROM cartridge,,,,,,312,"{99,100,101}",71952246-8b3e-f237-e8c2-3cde963f98b8
43,Initial version,initial-version-7c777fb0-182a-4db6-a04e-ceaa99c240b2,https://www.igdb.com/platforms/ios/version/initial-version-7c777fb0-182a-4db6-a04e-ceaa99c240b2,"iOS is Apples mobile operating system for the iPhone, iPod Touch, iPad, iPad Mini and so on. It was first introduced in 2006 as iPhone OS but they later changed it to its current name iOS.",,,,,,,,,,,,"{311,312}",,248,{63},21304bb8-5c13-a6e5-74c2-e137b7764ccd
80,Initial version,initial-version-4a139f68-37d5-4cda-977a-77d29be274dd,https://www.igdb.com/platforms/segacd/version/initial-version-4a139f68-37d5-4cda-977a-77d29be274dd,,,MC68000 @ 12.5 MHz,Internal RAM,,,,,"CD-ROM, CD+G",,,,,,284,"{21,22,23,24,25}",823d3ec0-0d73-bd24-ea38-4d52de8ed26a
133,Initial version,initial-version,https://www.igdb.com/platforms/call-a-computer/version/initial-version,,,,,,,,,,,,,,,,,265b712a-6542-5e65-f4c2-8fd16ba2a7a6
138,Initial version,initial-version,https://www.igdb.com/platforms/microcomputer--1/version/initial-version,,,,,,,,,,,,,,,,,3839c5ce-f6c1-3960-ff43-8024ed23248b
143,Panther,panther,https://www.igdb.com/platforms/mac/version/panther,"Mac OS X Panther (version 10.3) is the fourth major release of Mac OS X, Apple’s desktop and server operating system. It had features such as a refined brushed metal interface, fast user switching, Exposé tool for window management, built-in X11 support and on-the-fly user home folder encryption and decryption.",,,,,,,,,,,,{96},,92,{152},f5c4bb9b-d987-692c-23cd-a180dbedfef9
172,Texas Instruments TI-99/4,texas-instruments-ti-99-slash-4,https://www.igdb.com/platforms/ti-99/version/texas-instruments-ti-99-slash-4,,,TMS9900 @ 3 MHz,,,TMS9918,,,,,,,,,539,{548},fa1ab443-9e4c-577e-ff87-3369a14df675
4,Playstation 3 Original,playstation-3-original,https://www.igdb.com/platforms/ps3/version/playstation-3-original,"Launch model released in 2006, commonly known as the PS3 Fat",XcrossMediaBar,"3,2 GHz Cell Broadband Engine","20 GB, 40 GB, 60 GB, 80 GB, 120 GB","256 MB system, 256 MB video",550 MHz nVidia/SCEI RSX ''Reality Synthesizer'',"Dolby Digital, DTS",Playstation Network,"Blu-ray, DVD, Compact Disc, Playstation Game disc, Playstation 2 game disc, Super Audio CD, Digital distribution","Wi-Fi IEEE 802.11 b/g. Bluetooth 2,0 and 2x USB 2,0, Ethernet","480i, 480p, 720p, 1080i, 1080p",,,,237,"{3,4,5}",8d669d77-d480-cae0-0973-86b35c19eaac
502,Initial version,initial-version,https://www.igdb.com/platforms/intellivision-amico/version/initial-version,"The Intellivision Amico is a console which intends to bring people from all ages to enjoy games together with their families and friends. The console has had many setbacks around the intended release date, with few prototypes being known to exist in the hands of selected people.

As of December, 2023, Intellivision has released an Android app which seems to be getting the games that weren't cancelled for the Amico, but the console still doesn't have a set release date.",Android,,,,,,,,,,,,,745,,2037d154-fc67-5e31-c752-af7e016985d2
650,Sega Hikaru,sega-hikaru,https://www.igdb.com/platforms/arcade/version/sega-hikaru,"The Sega Hikaru is a successor of the Sega NAOMI and Sega Model 3 arcade systems that was developed in 1998 and debuted in 1999. The Hikaru was used for a handful of deluxe dedicated-cabinet games, beginning with 1999's Brave Fire Fighters, in which the flame and water effects were largely a showpiece for the hardware.

It was significantly more powerful and expensive than the NAOMI. The Hikaru featured a custom Sega GPU with advanced graphical capabilities, additional CPU and sound processors, various custom processors, increased memory, and faster bandwidth. It was the first game platform capable of effective hardware Phong shading, the most intensive form of shading at the time, and was capable of the most complex lighting and particle effects of its time.

It was the most powerful game system of its time (Planet Harriers, for example, was regarded as having the best video game graphics at the time), but it was very expensive and difficult to program. Since it was comparatively expensive to produce, Sega soon abandoned the Hikaru in favor of continued NAOMI development. It was succeeded by the more affordable NAOMI 2.",,,,,,,,,,,,{808},,811,{742},39a655c6-bf30-6dce-3fe0-76432dfad05e
544,Android Donut,android-donut,https://www.igdb.com/platforms/android/version/android-donut,,,,,,,,,,,,,,,,,485803b7-4a8c-d7f6-321d-0dcc0a1353ca
179,PlayStation 4 Pro,playstation-4-pro,https://www.igdb.com/platforms/ps4--1/version/playstation-4-pro,"Also Known as the PS4 Neo and PS4.5

""PS4 Pro is a high-end version of PS4 that is capable of outputting 4K graphics, HDR support, smoother and more stable framerates, and 4K video streaming. Upon its launch, PS4 Pro will make supported PS4 games look better and run more smoothly, while giving developers an upgraded toolset to create even richer, more detailed game worlds. How these powerful new tools are used is up to individual developers and the experience they are creating.""",Orbis OS,"x86-64 AMD ""Jaguar,"" 8 cores",1 tb,GDDR5 8GB,"4.20 TFLOPS, AMD Radeon™ based graphics engine",,PlayStation Network,"BD × 6 CAV, DVD × 8 CAV","Super-Speed USB (USB 3.1 Gen.1) port × 3, AUX port × 1, Ethernet (10BASE-T, 100BASE-TX, 1000BASE-T)×1, IEEE 802.11 a/b/g/n/ac, Bluetooth® 4.0 (LE)","capable of running at up to 4K (3840 x 2160 pixels, also known as “2160p”) resolution",,{290},,231,{207},1663bed9-c084-4ffa-67f6-ce8197d0c034
392,Initial version,initial-version,https://www.igdb.com/platforms/pc-fx/version/initial-version,"The PC-FX is a 32-bit home video game console made by NEC Home Electronics. It was released in Japan on December 23, 1994, just weeks after Sony's PlayStation and a month after the Sega Saturn. It is the successor to the PC Engine, known as TurboGrafx-16 in North America.",,"32-Bit NEC V810 RISC running at 21.5 to 25  MHz., 15.5 MIPS",,"2 MB main RAM, 1 MB shared RAM (for background generators, CD-ROM DMA, motion decoder, and ADPCM), 256 KB dedicated VRAM (for HuC6270 chips), 1 MB OS ROM, 256 KB CD Buffer, 32 KB back-up RAM","Internal color format: Digitized Y'UV (not YCbCr), Maximum On-screen colors: 16,777,216 (24-bit color, 8 bits per channel), 6 background layers, 2 sprite layers, 1 motion decoder layer generated from RLE-encoded or JPEG-like data","16-Bit Stereo CD-DA 2 ADPCM channels at up to ≈31.5 kHz with left/right panning, 6 5-bit sample channels with left/right panning, Audio out: × 2 RCA",,"2X CD-ROM, 300KB / Sec",,"256x240p, 341x240p, 256x480i, 341x480i",Composite and S-Video,{540},,548,{540},59aedda4-efe0-861c-ea6c-3ff0f828d57a
494,Initial version,initial-version,https://www.igdb.com/platforms/epoch-super-cassette-vision/version/initial-version,"Epoch's original Cassette Vision was introduced in Japan by Epoch in 1981, which had steady sales and took over 70% of the Japanese home console market at the time, with around 400,000 units sold. However, the introduction of next-generation systems from Nintendo, Casio and Sega quickly pushed back the original Cassette Vision, leading Epoch to quickly develop a successor. The Super Cassette Vision was released in 1984 at a cost of ¥14,800 yen, featuring an 8-bit processor and better performance more in line with its competitors. It was later released in France by ITMC under the Yeno branding. At least 16 games were brought over from Japan for a European release. A version of the system released that targeted the young female market, the Super Lady Cassette Vision. The console came packed in a pink carrying case, alongside the game Milky Princess. The system did not take off, and was unable to match the massive popularity of the Nintendo Famicom, leading Epoch to drop out of the console market by 1987.",,8-bit NEC µPD7801G,,"128 bytes RAM, 4kb VRAM","16 colors, 128 on-screen sprites",µPD1771C @ 6 MHz,,ROM cartridge,,309×246,,{904},,743,{851},037ed6fa-e2ad-8262-85ba-f43bebf0b884
545,Android Eclair,android-eclair,https://www.igdb.com/platforms/android/version/android-eclair,,,,,,,,,,,,,,,,,8d16d327-50e1-3c38-35ae-c0ca9bb6d580
276,PlayStation Portable Slim & Lite,playstation-portable-slim-and-lite,https://www.igdb.com/platforms/psp/version/playstation-portable-slim-and-lite,"The PSP-2000, which was marketed as the ""PlayStation Portable Slim & Lite"", is the first redesign of the PlayStation Portable. It is slimmer and lighter than the original PSP, reduced from 0.91 to 0.73 inches (23 to 18.6 mm) and from 9.87 to 6.66 ounces (280 to 189 g). 
 
The serial port was modified to accommodate a new video-out feature, making it incompatible with older PSP remote controls. Games only output to external monitors and televisions in progressive scan mode. Non-game video outputs work in either progressive or interlaced mode. USB charging was introduced and the D-Pad was raised in response to complaints of poor performance and the responsiveness of the buttons was improved. 
 
Other changes include improved WLAN modules and micro-controller, and a thinner and much brighter LCD screen. To improve the poor loading times of UMD games on the original PSP, the internal memory was doubled from 32MB to 64MB, part of which now acting as a cache, also improving the web browser's performance.",PlayStation Portable system software,MIPS R4000,"Memory Stick Duo, Memory Stick PRO Duo",64MB eDRAM,,"Stereo speakers, 3.5 mm headphone jack",PlayStation Network,"Universal Media Disc, digital distribution",Wi-Fi 802.11b,480 x 272,,,,211,"{336,337,338,339}",32319fe4-0fe6-8578-fcdb-efa21c278331
546,Android Froyo,android-froyo,https://www.igdb.com/platforms/android/version/android-froyo,,,,,,,,,,,,,,,,,f33f01ec-2301-5248-391a-c48f33ef2859
5,Playstation 3 Slim,playstation-3-slim,https://www.igdb.com/platforms/ps3/version/playstation-3-slim,"Released in 2009 as an slimmer, quieter and re-designet version of the PS3. They also changed the font from the ''Spider-Man'' like PLAYSTATION 3 design to a more traditional Playstation look while also imprinting PS3 on the console surface instead of PLAYSTATION 3.",XcrossMediaBar,"3,2 GHz Cell Broadband Engine","120 GB, 250 GB","256 MB system, 256 MB video",550 MHz nVidia/SCEI RSX ''Reality Synthesizer'',"Dolby Digital, DTS, DTS-HD Master Audio, Dolby TrueHD",Playstation Network,"Blu-ray, DVD, Compact Disc, Playstation Game disc, Digital distribution","Wi-Fi IEEE 802.11 b/g. Bluetooth 2,0 and 2x USB 2,0, Ethernet","480i, 480p, 720p, 1080i, 1080p","S-Video, RGB Scart, YPAPR, D-Terminal, HDMI",{295},,238,"{165,166,167}",230fa32c-1d27-0d06-f911-a243429bb192
6,Playstation 3 Super Slim,playstation-3-super-slim,https://www.igdb.com/platforms/ps3/version/playstation-3-super-slim,"In September 2012, Sony announced that a new slimmer PS3 redesign (CECH-4000) was due to be released in late 2012 and that it would be available with either a 250 GB or 500 GB hard drive. In PAL regions, the 250 GB model is not available; a model with 12 GB of flash memory is available in its place. A standalone 250 GB hard drive is available to upgrade this model. Both are roughly 25% smaller and about 20% lighter than the original PS3 Slim. This version has a sliding disc cover rather than the slot-loading drive found on previous PlayStation 3 consoles. A vertical stand is also available for these models and was launched on the same day as the consoles in their respective regions.",,,,,,,,,,,,{74},,79,"{161,162,163,164}",50fa2235-a2d7-ac43-3931-bf6e083c69e7
91,SG-1000,sg-1000,https://www.igdb.com/platforms/sg1000/version/sg-1000,"The SG-1000 is a home video game console manufactured by Sega and released in Japan, Australia, and other regions. It was Sega's first entry into the home video game hardware business. Introduced in 1983, the SG-1000 was released on the same day that Nintendo released the Family Computer in Japan. The SG-1000 was released in several forms, including the SC-3000 computer and the redesigned SG-1000 II released in 1984. A third iteration of the console, the Sega Mark III, was released in 1985, which provided a custom video display processor over previous iterations and served as the basis for the Master System in 1986, Sega's first internationally-released console.",,,,,,,,Cartridge,,,,{813},,815,{120},6a62ade6-a8a1-ffc7-f7cb-5d72c14291fc
